O_10,O_100,O_200,O_300,O_400,O_500,N_10,N_100,N_200,N_300,N_400,N_500,P_10,P_100,P_200,P_300,P_400,P_500,Si_10,Si_100,Si_200,Si_300,Si_400,Si_500,Sal_10,Sal_100,Sal_200,Sal_300,Sal_400,Sal_500,T_10,T_100,T_200,T_300,T_400,T_500,Den_10,Den_100,Den_200,Den_500,Den_1000,Depth_27.1,Depth_27.3,Depth_27.6,Depth_27.9,MLD_Sum,MLD_Win
347.88853,304.25737,267.70117,244.1202,250.31241,210.89679,26.15808,30.23437,32.14474,31.58227,31.829,32.58407,1.66736,2.0257,2.11205,2.16954,2.17479,2.23212,58.98957,69.7206,79.67785,87.13615,90.30557,108.25311,33.81061,34.27601,34.44196,34.4908,34.53342,34.60722,-1.19099,-1.63693,-1.14899,-0.86457,-0.55088,-0.22991,27.467783,27.890185,28.004802,28.185999,28.20395,,-15.72447,29.91213,81.96368,11.179,
342.82112,259.26319,208.45164,203.74856,203.16528,205.28699,25.29108,31.27357,32.50004,33.34082,33.30459,32.81955,1.56974,2.18213,2.27064,2.28144,2.28968,2.29166,55.0602,86.41005,101.54255,104.82926,108.67232,111.47307,34.10179,34.53594,34.66532,34.68163,34.68714,34.68856,0.58474,-0.77568,0.53612,0.62864,0.62211,0.58719,27.533342,28.032586,28.095235,28.177951,28.22477,,-21.34103,26.78732,59.53374,20.672,
290.24521,281.99896,274.95681,256.64987,251.18719,248.43273,13.46195,15.5282,19.87307,23.47677,26.44614,27.9792,0.99909,1.20339,1.4,1.59914,1.78043,1.93349,2.30843,4.26844,7.0445,10.46884,15.06444,21.07938,34.05807,34.23415,34.31758,34.28813,34.22016,34.18966,9.3193,8.10477,6.87412,5.90236,4.89399,4.16782,26.409655,26.771299,27.061262,27.308585,27.6366,225.71201,464.00093,920.83324,1593.4696,57.066,
298.68474,292.89637,284.03331,265.11047,258.89427,250.16182,16.094,18.07784,22.62778,26.3152,28.4943,29.33573,1.16722,1.37538,1.55078,1.76291,1.88754,2.03373,1.81457,4.61513,8.22395,12.83415,18.56051,25.37935,33.89886,34.05217,34.18438,34.18845,34.17037,34.18125,8.15297,6.91099,5.58094,4.70625,4.04033,3.58496,26.484719,26.81413,27.132202,27.371608,27.69121,180.31123,373.69724,814.15795,1510.7898,62.512,
309.37498,306.62447,290.88581,263.57607,247.25655,231.75035,19.22431,21.59981,26.445,30.12873,31.29412,32.09504,1.38156,1.59996,1.76816,2.01632,2.1263,2.23512,2.35489,6.89584,12.52468,20.49206,30.78597,39.608,33.79887,33.84356,34.04395,34.13136,34.19314,34.26335,5.98196,4.81682,3.32515,3.00013,2.69803,2.61892,26.693119,26.916616,27.257784,27.536248,27.80932,137.95858,223.49438,571.65128,1233.894,65.225,
319.01096,313.91782,276.94759,233.64378,212.1735,199.74327,20.61973,23.34378,28.85125,31.89231,32.82762,33.39052,1.51979,1.72918,1.98679,2.22224,2.30566,2.36981,11.46921,19.00346,28.37819,41.13366,52.68582,61.17001,33.80829,33.85879,34.06565,34.23108,34.34592,34.43424,4.2161,3.15887,2.0237,2.17976,2.28248,2.34016,26.940902,27.093118,27.423275,27.716957,27.93298,89.07297,152.23529,340.37105,840.27868,49.912,
326.07791,316.88552,255.37977,209.19367,193.1118,187.43745,21.74569,24.96347,30.68408,32.87377,33.4319,33.51935,1.61019,1.84359,2.14817,2.33119,2.36496,2.38635,24.33754,34.30378,47.09941,61.4452,70.91488,77.3728,33.83027,33.88889,34.19799,34.4024,34.50502,34.57423,2.98902,1.89769,1.34683,1.86567,1.99084,2.09245,27.109803,27.266138,27.588356,27.844406,28.01517,34.06998,105.64224,213.51651,568.56103,42.366,
329.36622,318.10529,244.91874,201.31389,188.96026,186.15279,22.30176,25.80387,31.46,33.17618,33.53228,33.49475,1.64643,1.89684,2.21095,2.35771,2.37082,2.3759,31.01679,42.02602,56.09431,70.15053,78.14027,83.65608,33.84594,33.92612,34.2994,34.49431,34.57339,34.63108,2.21914,1.08352,1.06941,1.71654,1.83241,1.90645,27.177197,27.345848,27.662223,27.897686,28.05139,24.85515,84.41013,175.26973,469.80132,40.505,
333.99153,319.11924,231.02925,194.03193,187.1194,187.19702,23.19739,26.94099,32.4647,33.46856,33.48942,33.40796,1.68941,1.96482,2.28818,2.37312,2.36354,2.35201,40.09382,52.24393,69.02476,81.51543,87.42552,91.76113,33.8507,33.99047,34.42184,34.57251,34.63629,34.67229,1.36678,0.15679,0.88469,1.5648,1.63758,1.62624,27.261735,27.458034,27.760529,27.969051,28.10584,26.34076,39.43889,138.91768,328.34629,40.343,
339.46632,319.37392,221.70276,193.29614,190.53091,191.16057,24.99272,27.99299,33.49817,33.6402,33.13452,33.05552,1.72843,1.98346,2.33145,2.34515,2.32794,2.30166,49.56518,60.56968,83.44339,93.87973,97.99852,100.85943,33.83888,34.07213,34.46808,34.60509,34.65388,34.67603,0.91547,-0.45505,0.67485,1.30406,1.33941,1.29936,27.321342,27.590118,27.869088,28.045393,28.16256,,4.45094,102.12806,214.14578,41.096,
341.15815,319.31096,223.31984,196.45858,193.98865,193.59517,25.2986,28.2582,33.61939,33.49821,32.97187,32.86352,1.70491,1.97477,2.32124,2.31086,2.29801,2.26812,52.33624,64.68252,89.21301,99.20719,102.67165,104.88074,33.85409,34.1649,34.51814,34.64119,34.66762,34.68197,0.65619,-0.76694,0.37857,0.95036,1.00915,0.95577,27.333721,27.654994,27.908662,28.076305,28.179,,3.42575,87.1986,187.97173,37.913,
343.86176,333.89656,219.64981,186.7237,187.03182,185.66171,25.41149,26.55529,33.9754,33.96254,33.06871,32.89752,1.67483,1.78907,2.32498,2.29776,2.26789,2.21,38.90242,45.26709,80.43902,88.74707,91.89121,93.55016,33.75997,33.93664,34.42703,34.58996,34.64922,34.67764,1.00289,-0.34072,0.86397,1.53684,1.6091,1.60909,27.221496,27.484624,27.80778,28.00501,28.1244,,55.33063,125.11023,257.72845,53.558,
336.18638,337.50629,248.17894,196.51351,194.11203,187.90589,23.52914,25.40648,31.03597,33.48978,33.00589,33.37993,1.38003,1.57087,1.99581,2.09834,2.08781,2.07579,11.83671,17.8082,50.45687,61.18328,66.25221,72.61762,33.85416,33.90898,34.27449,34.48427,34.57311,34.62257,3.2187,1.62917,1.36273,1.9231,2.01466,2.00351,27.033832,27.282475,27.608635,27.858633,28.01391,48.54798,102.4188,195.68946,554.63775,48.558,
328.65966,329.02584,257.43623,216.61762,208.91248,197.90097,22.28122,24.9644,29.22148,32.59979,32.45966,33.26967,1.25389,1.53628,1.8962,2.06069,2.07042,2.09242,7.43682,13.03975,39.28323,48.86051,55.12818,62.65034,33.83553,33.88906,34.18271,34.37977,34.48069,34.5448,3.81319,2.24757,1.63001,2.0766,2.18593,2.20012,26.946695,27.212797,27.51423,27.785876,27.96335,75.89536,117.86895,256.10998,724.88213,46.023,
316.83891,312.84407,264.96036,239.44107,227.28041,216.14569,19.36577,22.4048,26.71437,30.84157,31.1448,32.12011,1.09345,1.4093,1.75862,1.9972,2.05238,2.09129,3.64441,8.05627,25.20655,33.34547,40.05988,47.08788,33.80943,33.89224,34.08584,34.17519,34.26866,34.36035,5.50958,3.68566,2.58257,2.43555,2.43387,2.47668,26.777092,27.10902,27.387736,27.653076,27.87709,98.65925,149.13987,417.68681,1009.3811,59.039,
323.66869,319.44996,270.30906,238.5215,221.85124,211.60365,20.01301,23.4033,28.03907,31.37669,31.20531,32.03388,1.15639,1.42508,1.84086,2.02534,2.06688,2.08602,2.77114,7.37537,25.42282,35.16897,42.3481,49.90953,33.82262,33.90407,34.08344,34.17248,34.26586,34.35808,5.4964,3.8293,2.62655,2.51765,2.49865,2.51678,26.808515,27.108307,27.395491,27.667286,27.8933,97.94711,146.98905,397.12067,952.87339,54.442,
332.5736,328.36308,274.35473,232.06609,212.34681,202.18834,20.99203,24.52989,29.40763,31.91081,31.56029,32.17042,1.26036,1.44623,1.90108,2.04888,2.09353,2.09576,1.68412,7.0415,28.14973,40.3247,48.41261,56.51643,33.83008,33.89507,34.11798,34.25496,34.36939,34.45666,4.53922,3.13838,2.02945,2.22505,2.33379,2.37226,26.899811,27.148661,27.454013,27.728737,27.93592,87.72182,131.09539,323.78609,826.44504,73.152,
336.98812,333.54674,275.3338,225.29098,205.38524,195.59902,21.19148,24.83071,30.1928,32.30903,32.00205,32.32435,1.33184,1.47545,1.90632,2.06496,2.12985,2.1175,1.12405,7.45314,31.78535,45.27767,54.31473,62.20525,33.85424,33.91951,34.17571,34.34731,34.45856,34.5349,3.76993,2.50818,1.56437,2.02542,2.18919,2.23021,26.983957,27.201966,27.525114,27.789836,27.96958,67.92196,120.59025,256.84897,712.81869,89.954,
339.06005,336.0302,255.54015,207.93788,195.07459,191.04966,20.45116,24.71115,31.93319,33.47621,32.87282,32.43298,1.43735,1.68316,1.94639,2.13338,2.22527,2.15909,8.64467,26.3269,54.11165,65.12352,72.87371,78.03528,33.84529,33.97912,34.31747,34.49607,34.5772,34.62704,2.20998,1.10488,1.23363,1.8226,1.93933,1.91049,27.146129,27.417669,27.728202,27.926804,28.0604,1.174,74.46434,150.87639,383.63683,35.481,
341.5911,329.55135,252.7833,219.84276,200.92154,196.92868,22.84133,25.44973,31.95243,32.62708,32.5281,32.3272,1.48093,1.73682,2.06082,2.11587,2.19498,2.10946,26.81865,46.51587,66.12671,73.55027,78.5477,83.11148,33.8635,34.03164,34.3866,34.5354,34.60537,34.64638,2.35285,0.89738,1.27273,1.70994,1.81626,1.80035,27.174985,27.487609,27.774782,27.950569,28.07689,7.32627,57.54001,129.92382,334.88597,31.136,
338.30524,307.40435,230.09333,204.17662,195.98037,194.8064,22.60561,26.86633,31.81959,32.42614,32.63959,32.75496,1.51487,2.05745,2.27266,2.34037,2.31532,2.34686,22.72884,49.25683,67.00223,76.20237,80.20006,86.25172,33.91831,34.13236,34.44226,34.57188,34.62764,34.65649,1.8365,0.05702,0.90572,1.41945,1.4888,1.5107,27.238129,27.597524,27.813778,27.977212,28.10204,-10.85534,37.01338,100.73977,286.38174,31.425,25.109
341.12083,255.90113,222.81111,211.97953,203.74113,206.30523,25.53886,30.5386,31.33231,32.81078,33.13435,33.12475,1.78602,2.23709,2.27976,2.33869,2.33803,2.33897,59.68665,80.31586,90.8592,96.95502,103.93512,106.87529,33.99668,34.56271,34.66778,34.69068,34.69755,34.6945,0.40666,0.0611,0.93741,1.0252,0.99305,0.8564,27.504081,28.000615,28.058599,28.152086,28.21236,-32.63182,-7.91705,29.65622,61.25836,16.743,
339.78505,257.3846,216.0892,209.49659,205.44456,203.32933,26.63853,30.81218,30.62657,32.50332,32.96596,33.33846,1.86823,2.22997,2.28766,2.3376,2.31741,2.27734,55.98597,75.74931,88.57079,92.47763,97.87233,105.09642,33.96865,34.4839,34.64314,34.68573,34.69278,34.69812,0.56538,-0.88587,0.61702,0.91283,0.87531,0.83915,27.447961,27.970762,28.044958,28.134509,28.20336,-33.15369,-10.51497,35.35801,67.2449,16.28,
348.70323,280.8579,213.86329,200.56836,199.16627,199.95998,25.81609,29.83978,33.59339,34.04979,34.38395,34.11587,1.74247,2.1211,2.34317,2.37264,2.39608,2.39781,74.26012,83.44191,108.83139,113.96538,117.9639,119.70707,33.85179,34.46477,34.63425,34.68043,34.68278,34.68404,-0.78296,-1.71514,0.04294,0.3796,0.38097,0.37644,27.364576,28.03999,28.157309,28.196005,28.23515,,1.54443,34.03809,51.68958,10.486,49.303
348.46263,278.95166,218.70297,199.27138,199.30373,197.91213,27.36613,30.81081,33.53656,34.10042,34.21174,33.98445,1.87496,2.17007,2.36896,2.36282,2.39146,2.42505,78.30615,89.23343,108.44332,115.7148,120.61641,118.67871,33.86483,34.46675,34.65969,34.68301,34.68625,34.68673,-0.76173,-1.65153,0.2048,0.44546,0.45036,0.42329,27.396204,28.030674,28.16663,28.199111,28.2413,,1.36932,31.55749,50.47742,8.347,1.055
349.60617,282.17314,215.30554,197.68473,197.09169,193.338,26.60339,30.22418,33.04868,33.6446,34.10831,33.86005,1.85599,2.13444,2.31397,2.32715,2.37166,2.36336,78.07386,88.19641,104.612,113.38436,117.97864,119.02336,33.8808,34.47206,34.66515,34.68571,34.68698,34.68632,-0.67728,-1.39812,0.42846,0.55143,0.51263,0.46075,27.447087,28.049619,28.158173,28.192632,28.2332,,1.05409,27.72127,48.34386,6.012,
348.82693,286.82346,215.06686,200.46906,198.70719,194.00323,25.64145,29.76881,32.51011,33.12416,33.81668,33.70443,1.81783,2.13339,2.2794,2.28947,2.38002,2.32659,75.6518,84.53411,102.07988,109.88506,115.01356,118.88193,33.92595,34.47495,34.66443,34.6884,34.68857,34.68786,-0.59906,-1.35863,0.46088,0.56604,0.53246,0.48194,27.474387,28.05381,28.153407,28.189611,28.22926,,,25.44057,48.15861,6.338,
348.84144,289.6525,219.60478,208.29206,203.61169,197.09108,24.33073,29.49107,31.7828,32.56382,33.10406,33.26666,1.78165,2.1527,2.25213,2.28606,2.40578,2.31548,71.56352,79.54161,99.2676,105.31709,110.83041,116.87271,33.88096,34.50175,34.66425,34.69025,34.69252,34.69048,-0.3469,-1.17491,0.46813,0.6085,0.59395,0.53177,27.482372,28.047803,28.146161,28.186273,28.22541,,,25.38711,51.47419,8.954,
350.5254,295.11043,239.02964,231.50474,218.45837,204.95286,23.03257,29.21985,30.63684,31.74063,31.91768,32.5311,1.63515,2.09734,2.20056,2.2636,2.35752,2.27436,66.98788,73.73469,92.29808,97.10164,103.72932,110.96315,33.89235,34.48359,34.64836,34.67893,34.68075,34.67869,-0.43603,-1.24471,0.41893,0.66308,0.63815,0.58888,27.468372,28.002386,28.098023,28.170207,28.21904,,-8.12227,26.90338,58.43574,8.871,
241.10143,228.16956,226.07522,220.68738,218.11459,219.82923,1.23471,7.5142,11.02761,14.1833,18.33613,23.50794,0.30427,0.58828,0.87798,1.06461,1.29376,1.28931,3.46764,4.45811,5.13701,6.19296,8.97952,12.00717,35.2565,35.14253,35.03754,34.90915,34.77275,34.63274,17.4303,14.43416,12.22532,10.68535,9.42868,7.97331,25.624075,26.2736,26.656581,27.09456,27.53346,487.24551,694.26458,1088.8116,1643.2688,36.177,
255.28289,243.07429,238.25062,228.03611,222.98536,226.45719,3.90234,9.21703,12.55139,16.07491,19.95154,25.35315,0.4563,0.70079,0.9781,1.17772,1.42955,1.50026,3.31907,3.93039,4.77259,6.38662,9.41765,13.23717,34.88083,34.83202,34.77082,34.65953,34.5522,34.43936,14.76074,12.17353,10.46117,9.16583,8.00912,6.75561,25.982693,26.492433,26.79845,27.160854,27.55054,420.35245,648.8559,1063.748,1649.8203,42.611,
261.72806,249.97483,244.26564,231.68501,225.81866,229.58551,5.39347,10.09822,13.47875,17.04334,20.90593,25.90176,0.53452,0.76852,1.02834,1.22705,1.48856,1.59505,3.28657,3.86887,4.91674,6.70124,10.00787,14.21262,34.74143,34.7412,34.69309,34.59888,34.49448,34.39327,13.84986,11.54154,9.95446,8.71907,7.48177,6.35487,26.089762,26.561877,26.847751,27.185274,27.5595,395.122,621.89469,1049.4584,1649.9017,44.754,
272.80284,261.47987,255.14899,239.47015,233.11276,236.13366,8.18948,11.70123,15.2833,18.96845,22.79295,26.55904,0.68946,0.8955,1.12932,1.3303,1.59398,1.74301,3.07809,3.83372,5.36554,7.55712,11.32834,16.23433,34.44863,34.55603,34.53652,34.48384,34.38124,34.29751,12.10493,10.35724,8.81706,7.72944,6.44982,5.36389,26.237993,26.661314,26.930217,27.22732,27.57559,341.4107,580.35056,1023.1297,1647.7198,48.143,
278.44809,267.59087,261.15167,244.37874,238.05134,239.94331,9.76709,12.7268,16.54144,20.20464,23.87535,26.95434,0.77552,0.97888,1.20326,1.403,1.64938,1.80752,2.9418,3.93954,5.81919,8.30031,12.24715,17.50319,34.29935,34.44606,34.45209,34.41247,34.32055,34.25215,11.1719,9.64415,8.20829,7.16797,5.94288,4.91568,26.304198,26.70089,26.969026,27.249871,27.58958,307.82864,552.141,1000.8264,1645.5137,50.536,
301.59698,297.99397,287.47238,267.78167,258.22944,248.40017,17.86793,20.1738,24.57182,28.20123,29.67355,30.45646,1.26818,1.50256,1.63535,1.87605,1.99923,2.10626,1.26319,4.96179,8.59316,14.41653,22.1824,29.56728,33.80918,33.90174,34.07089,34.12611,34.15432,34.2023,7.04159,5.66755,4.10816,3.55588,3.09477,2.90629,26.565896,26.849152,27.186403,27.437456,27.73983,159.02047,301.61401,716.49582,1413.6862,64.611,
306.37695,302.90863,290.6806,267.74809,256.19739,241.69911,18.43117,20.68022,25.39752,29.14437,30.5205,31.18088,1.32396,1.54189,1.69903,1.93772,2.04376,2.16538,1.66111,5.79236,10.29241,16.98576,25.44986,33.58983,33.7994,33.8636,34.05962,34.12556,34.16517,34.21949,6.64594,5.30431,3.85476,3.37544,2.9864,2.81085,26.611907,26.873726,27.215817,27.47496,27.76921,148.11213,266.57008,653.39946,1345.9194,66.017,
315.29175,312.11719,287.28105,249.63481,228.50756,212.59564,19.94593,22.60675,27.74748,31.21956,32.28226,33.04037,1.46228,1.68203,1.89024,2.13778,2.23755,2.32945,5.90063,12.38776,19.73445,30.18699,41.87339,51.08224,33.80533,33.8503,34.04379,34.17019,34.26925,34.35648,4.87827,3.84288,2.52819,2.46774,2.43402,2.4468,26.834785,27.005276,27.340049,27.636471,27.87795,116.70341,183.3637,440.45648,1010.0874,61.256,
335.087,334.30216,241.5729,192.56035,188.78977,184.28829,24.27339,24.90574,32.32669,33.94719,33.67719,33.37161,1.51181,1.59875,2.13645,2.2295,2.23323,2.19655,18.06103,20.53243,56.50971,67.86807,73.79256,77.7861,33.83832,33.89438,34.29474,34.49691,34.57482,34.62495,2.81983,1.51344,1.34024,1.86948,1.95284,1.97573,27.049547,27.255719,27.616989,27.864508,28.01986,41.82834,106.90808,195.19307,527.81723,73.614,
331.14912,331.16317,249.09633,199.06889,192.60176,186.74193,23.75009,24.59579,31.69797,33.69551,33.68177,33.43776,1.4719,1.57681,2.09114,2.21046,2.22664,2.20371,14.92548,17.23352,50.94124,62.68463,69.3914,74.05252,33.82749,33.88449,34.23349,34.43653,34.52482,34.58792,3.35683,1.98061,1.51207,1.95503,2.05295,2.08465,27.007161,27.210873,27.566775,27.828097,27.99528,63.83534,116.83652,220.73129,619.31014,72.3,
314.62493,315.94055,270.75171,230.64163,214.86972,207.3594,21.06668,23.29482,28.49356,31.78759,32.81222,33.23891,1.3204,1.51261,1.88811,2.0839,2.14021,2.19821,6.00706,9.36363,31.63832,41.82241,48.8605,56.13658,33.79202,33.84527,34.06208,34.17446,34.2646,34.34835,5.61647,4.33075,2.71597,2.59168,2.53237,2.53351,26.809628,27.061329,27.381641,27.671233,27.89014,108.32556,161.77374,382.14916,953.86723,62.858,
235.7196,243.72877,239.88664,227.02075,219.72244,214.06328,0.10678,3.55017,6.70452,9.43916,15.96886,20.51691,0.20364,0.3194,0.54714,0.75733,1.03247,1.33542,1.51966,2.22206,2.85348,3.44291,5.31882,8.70363,35.55375,35.42164,35.24379,35.09294,34.91977,34.72125,19.89378,14.91727,13.61947,12.21931,10.73071,9.10046,25.174621,26.333674,26.536216,27.014328,27.4448,566.05978,770.75365,1199.3913,1762.7374,30.471,
252.99428,252.10649,256.43301,262.90781,264.81653,258.80137,2.09292,10.30125,19.69128,25.25056,26.46846,28.12377,0.34299,0.98984,1.41784,1.66862,1.72556,1.87277,1.45009,4.1509,8.62152,12.52123,14.4892,20.46202,34.44576,34.6288,34.36145,34.20924,34.16927,34.17061,16.06216,9.66471,6.59708,4.94603,4.27475,3.94164,25.330721,26.768981,27.08274,27.317917,27.59573,207.16582,455.6372,989.63875,1735.0506,21.406,46.731
263.26769,263.04113,265.9171,266.11426,272.03434,265.81077,4.55004,13.74262,23.64466,24.78931,26.25635,27.84053,0.57326,1.05972,1.53188,1.73663,1.87387,1.90708,0.99919,4.25747,8.09422,11.96474,14.99417,19.11373,34.43439,34.48076,34.31693,34.17802,34.16047,34.16986,13.59269,8.4104,6.03864,4.52181,3.95901,3.49138,25.852077,26.882154,27.142211,27.355167,27.63727,170.16094,403.2947,906.14537,1599.212,28.597,48.879
230.50922,205.33707,215.15852,213.07329,212.51325,211.17944,1.68174,11.13125,14.67473,17.49455,22.57352,25.18121,0.40412,0.99052,1.10111,1.27213,1.38436,1.61123,4.07984,7.7563,9.69336,12.41129,16.49631,19.15075,35.50139,35.22415,35.02081,34.85732,34.69895,34.57473,21.00333,14.50618,12.03574,10.58159,9.04686,7.60347,24.982918,26.334691,26.682613,27.123759,27.61725,490.02442,653.92069,974.749,1483.8522,22.432,
233.86946,220.09693,220.14094,216.56729,215.43926,214.73012,0.52762,7.09736,11.03991,13.84438,18.54179,22.74718,0.25716,0.56221,0.84219,1.01703,1.23988,1.24946,3.74202,5.2185,6.04623,7.33135,10.22665,13.38041,35.44442,35.29024,35.18427,35.01392,34.87553,34.73143,19.22967,15.48771,13.21975,11.53286,10.10018,8.61399,25.329038,26.137808,26.571019,27.062123,27.53359,529.99341,700.90376,1077.7765,1628.3933,30.289,
280.96874,269.93008,266.84339,246.37584,243.93674,247.47809,9.78057,12.58752,16.20756,19.82907,24.1979,26.059,0.84739,1.03827,1.23783,1.40073,1.64064,1.80964,2.05539,3.92156,5.79086,7.62177,11.51861,15.7182,34.2395,34.39162,34.4173,34.36197,34.27183,34.21865,10.61988,8.85319,7.58814,6.59391,5.39945,4.56265,26.290478,26.735912,27.000552,27.267801,27.58709,287.33458,534.71899,990.61487,1650.8666,48.882,
291.94399,287.49052,281.19062,262.7026,258.21726,256.49367,15.57659,18.08921,22.03938,25.48945,27.78934,28.68707,1.12817,1.34835,1.49578,1.71425,1.8799,1.97599,0.98444,4.10841,6.78362,11.00252,16.53394,21.72166,33.94711,34.0871,34.19507,34.19448,34.17377,34.18431,8.17894,7.03037,5.4446,4.6534,3.93223,3.54077,26.47321,26.797275,27.109521,27.358305,27.67019,192.99179,390.72628,854.85265,1549.078,60.211,
